user_id,home_lat,home_lon,office_lat,office_lon,commute_time,commute_time_minutes,commute_duration_min,dist_home_office_km,overlap_score,time_diff_minutes,accepted,past_acceptance_rate,optimal_notify_minutes,optimal_notify_time,day_of_week,response_time_lag_min
U02369,28.650293,77.311979,28.512719,76.980544,08:23,503,78,35.714,0.5621,12,0,0.5702,469,07:49,0,16.9
U02370,28.621869,76.99209,28.831724,77.079987,07:32,452,52,24.818,0.0767,3,1,0.3632,360,06:00,2,12.9
U02371,28.556911,77.268574,28.491754,77.065362,07:26,446,32,21.091,0.4251,20,0,0.4573,413,06:53,4,9.9
U02372,28.546631,77.11348,28.4739,77.221936,08:40,520,87,13.304,0.7097,18,1,0.6513,498,08:18,3,9.5
U02373,28.520409,77.259624,28.405838,77.093287,09:50,590,22,20.613,0.0151,7,0,0.3143,491,08:11,3,15.3
U02374,28.575223,77.119666,28.487335,77.054823,08:46,526,55,11.624,0.6389,13,1,0.7589,466,07:46,0,1.3
U02375,28.471972,76.914406,28.491086,77.212441,09:20,560,20,29.158,0.7572,22,1,0.6084,498,08:18,3,14.3
U02376,28.81861,76.880402,28.437195,77.312162,07:54,474,82,59.629,0.5367,10,0,0.605,428,07:08,6,8.7
U02377,28.689017,77.328182,28.816516,77.2449,08:11,491,26,16.311,0.4756,13,0,0.6399,471,07:51,0,3.4
U02378,28.464217,77.057159,28.774399,77.215726,08:15,495,33,37.747,0.7308,18,0,0.7677,404,06:44,2,2.1
U02379,28.733052,77.018766,28.522151,77.088738,09:27,567,64,24.381,0.5297,21,0,0.5885,496,08:16,4,1.0
U02380,28.80688,77.021715,28.775964,77.29911,08:50,530,81,27.198,0.5093,3,1,0.5744,471,07:51,0,10.8
U02381,28.514017,77.033257,28.602639,77.08802,09:06,546,46,11.194,0.8018,10,1,0.8624,506,08:26,2,17.6
U02382,28.472288,77.321948,28.77225,77.314446,09:47,587,34,33.304,0.8376,10,1,0.5178,554,09:14,0,5.5
U02383,28.404136,76.871979,28.555044,77.24949,09:28,568,41,40.487,0.3684,6,0,0.5136,477,07:57,1,3.7
U02384,28.42268,76.900721,28.671034,76.916633,08:21,501,83,27.611,0.4155,4,0,0.5381,475,07:55,2,14.0
U02385,28.765881,77.242722,28.583173,76.863966,07:51,471,83,42.065,0.8008,9,1,0.6266,360,06:00,0,8.6
U02386,28.873849,77.120199,28.490084,77.217836,08:13,493,24,43.642,0.5449,11,1,0.5545,420,07:00,0,14.3
U02387,28.421543,76.905554,28.681104,77.189778,09:15,555,82,39.999,0.6868,4,0,0.7172,518,08:38,4,3.1
U02388,28.759074,76.857575,28.760399,77.147065,07:26,446,78,28.17,0.0752,1,0,0.5018,360,06:00,4,11.3
U02389,28.434494,76.95436,28.761491,77.337882,07:32,452,55,52.143,0.0954,20,0,0.2893,405,06:45,0,17.1
U02390,28.684224,76.973013,28.571019,77.118156,10:00,600,34,18.912,0.5318,8,0,0.6094,551,09:11,4,2.8
U02391,28.762916,76.847249,28.648982,77.017429,08:33,513,49,20.836,0.8192,3,1,0.8458,422,07:02,0,6.4
U02392,28.572418,76.950206,28.766614,77.128133,09:53,593,73,27.667,0.3165,22,1,0.4025,561,09:21,1,6.2
U02393,28.405249,77.216543,28.426159,76.85449,07:00,420,35,35.426,0.9606,7,0,0.719,360,06:00,3,11.7
U02394,28.685691,77.276271,28.434506,77.135425,09:21,561,40,31.072,0.7603,12,0,0.6684,514,08:34,3,14.3
U02395,28.875797,77.2981,28.580587,77.300239,09:37,577,49,32.769,0.7817,12,0,0.7422,475,07:55,1,4.6
U02396,28.523656,77.038856,28.507266,76.842208,08:51,531,20,19.265,0.834,0,0,0.7763,465,07:45,3,20.5
U02397,28.490956,77.002901,28.57983,77.271105,08:45,525,45,27.963,0.2545,3,1,0.415,441,07:21,1,8.3
U02398,28.459484,77.349929,28.445001,77.248984,09:43,583,25,9.981,0.3303,4,1,0.5672,517,08:37,5,5.2
U02399,28.666523,77.232364,28.684164,76.894113,08:51,531,15,33.002,0.1184,18,0,0.2875,492,08:12,3,15.1
U02400,28.686294,77.11405,28.722435,77.271884,09:39,579,44,15.884,0.3804,7,0,0.6693,527,08:47,5,8.7
U02401,28.78029,76.969933,28.780083,77.229408,07:00,420,71,25.244,0.0358,18,0,0.2631,360,06:00,0,6.1
U02402,28.761475,77.003866,28.712251,77.090434,07:58,478,88,10.04,0.7515,3,1,0.7754,408,06:48,2,5.3
U02403,28.82842,77.102836,28.590263,76.965059,07:13,433,47,29.637,0.8026,8,1,0.6647,397,06:37,0,18.5
U02404,28.786771,77.116462,28.848766,76.986931,07:36,456,71,14.358,0.2136,18,1,0.3627,430,07:10,6,3.0
U02405,28.518688,76.846976,28.748639,77.15226,09:33,573,31,39.218,0.4899,2,0,0.5344,545,09:05,4,13.6
U02406,28.666821,77.329294,28.653287,76.965615,09:30,570,62,35.452,0.672,2,1,0.5939,469,07:49,1,3.9
U02407,28.542758,77.133559,28.499288,77.005931,08:07,487,64,13.348,0.7425,16,1,0.7008,374,06:14,2,4.9
U02408,28.558297,77.140471,28.711508,77.314728,07:51,471,39,24.038,0.9694,2,1,0.8426,401,06:41,6,7.6
U02409,28.847333,76.94785,28.684026,77.211958,09:09,549,48,31.432,0.2007,23,0,0.3114,471,07:51,2,10.3
U02410,28.72731,77.230143,28.727998,77.215398,08:46,526,65,1.437,0.2467,27,1,0.5592,455,07:35,4,1.0
U02411,28.867803,77.216005,28.77494,77.327528,08:01,481,38,14.959,0.8539,27,1,0.5699,428,07:08,4,5.3
U02412,28.600118,76.888531,28.839224,76.842955,07:12,432,60,26.91,0.0972,25,1,0.3198,360,06:00,4,13.1
U02413,28.65797,77.143447,28.855547,76.964688,07:38,458,32,28.002,0.7859,2,0,0.8941,413,06:53,5,13.1
U02414,28.633815,77.175679,28.702489,77.175567,09:09,549,55,7.623,0.1333,13,0,0.4728,456,07:36,0,6.5
U02415,28.451498,77.26614,28.863659,77.063518,09:19,559,19,49.841,0.4645,26,0,0.3975,531,08:51,2,2.1
U02416,28.513617,76.945107,28.837483,76.897531,08:31,511,48,36.247,0.5922,16,0,0.5564,434,07:14,4,9.1
U02417,28.653265,77.287594,28.401255,77.238429,09:35,575,52,28.38,0.7679,18,0,0.6944,500,08:20,4,12.2
U02418,28.43234,77.075355,28.706056,76.864007,09:09,549,77,36.725,0.1145,27,0,0.3257,516,08:36,2,8.9
U02419,28.847102,76.889227,28.485665,77.117364,07:32,452,43,45.843,0.8241,30,0,0.5345,360,06:00,0,15.0
U02420,28.459445,76.893867,28.541692,77.126857,09:37,577,15,24.501,0.8506,11,1,0.6544,539,08:59,1,6.7
U02421,28.495031,76.94088,28.5428,77.16434,09:04,544,18,22.435,0.7935,8,0,0.7399,457,07:37,1,1.4
U02422,28.767354,76.984203,28.631902,77.000969,07:34,454,55,15.123,0.9373,4,1,0.9427,387,06:27,2,5.0
U02423,28.446529,77.093167,28.405216,76.852036,07:15,435,75,23.976,0.8722,4,1,0.8218,360,06:00,6,8.0
U02424,28.832133,77.221863,28.513182,77.293381,09:32,572,81,36.08,0.768,24,1,0.5971,509,08:29,3,4.5
U02425,28.748336,76.93523,28.413978,77.313894,07:44,464,75,52.301,0.5793,34,1,0.4508,385,06:25,3,5.4
U02426,28.432938,77.346252,28.712268,77.085814,07:26,446,40,40.095,0.8086,27,1,0.4953,360,06:00,4,12.8
U02427,28.732087,76.922376,28.826858,76.850527,07:48,468,51,12.632,0.9753,3,1,0.8516,448,07:28,3,3.9
U02428,28.703182,77.145683,28.878939,77.136244,07:45,465,81,19.531,0.6373,9,1,0.7044,424,07:04,2,1.3
U02429,28.763528,77.31376,28.615307,77.001124,08:48,528,77,34.585,0.2426,15,0,0.3452,464,07:44,6,12.0
U02430,28.797535,77.264579,28.524868,76.933068,08:38,518,49,44.226,0.2478,12,0,0.4264,463,07:43,2,11.2
U02431,28.744808,77.170423,28.80949,76.926166,09:52,592,51,24.832,0.796,14,1,0.6792,569,09:29,1,2.8
U02432,28.681365,77.204901,28.454316,76.93142,07:37,457,20,36.666,0.9894,11,1,0.7234,374,06:14,2,11.5
U02433,28.554782,76.908445,28.867635,77.008729,07:00,420,27,36.077,0.2103,23,1,0.266,392,06:32,0,2.3
U02434,28.734691,76.844928,28.743122,76.983116,08:14,494,54,13.482,0.9701,2,1,0.9594,398,06:38,3,4.4
U02435,28.859346,77.061416,28.641889,77.266577,09:25,565,53,31.312,0.2683,10,0,0.5168,528,08:48,6,2.5
U02436,28.68201,76.885655,28.446392,77.092611,08:28,508,58,33.018,0.4128,6,0,0.458,428,07:08,3,5.7
U02437,28.718886,77.022454,28.408734,77.0581,09:37,577,38,34.601,0.9082,3,1,0.7728,469,07:49,5,10.8
U02438,28.609821,76.954109,28.661375,76.914375,07:13,433,32,6.909,0.9618,28,1,0.7469,377,06:17,5,9.3
U02439,28.762938,77.307337,28.598648,77.286704,09:10,550,48,18.346,0.567,14,1,0.6589,509,08:29,2,3.9
U02440,28.87888,77.288829,28.804479,76.867959,08:27,507,80,41.732,0.9501,20,1,0.6633,465,07:45,3,8.9
U02441,28.476987,77.257661,28.708307,76.962161,07:29,449,87,38.608,0.8424,33,1,0.631,384,06:24,0,9.9
U02442,28.497155,77.204112,28.60731,77.156951,07:16,436,18,13.064,0.8664,8,1,0.849,387,06:27,3,12.8
U02443,28.65893,76.918577,28.508483,77.198179,07:09,429,41,31.946,0.8682,3,1,0.7325,360,06:00,2,9.8
U02444,28.63106,76.864667,28.630603,77.24859,08:27,507,54,37.405,0.3862,18,1,0.4149,403,06:43,3,11.7
U02445,28.674353,77.173483,28.478237,77.049249,07:30,450,31,24.905,0.0307,15,0,0.3271,363,06:03,3,8.3
U02446,28.423556,77.167552,28.720166,77.016837,07:28,448,41,36.062,0.1647,3,1,0.5071,394,06:34,3,3.9
U02447,28.594053,77.028406,28.69075,76.987161,10:03,603,24,11.461,0.0745,20,1,0.3908,570,09:30,2,8.8
U02448,28.67983,77.08107,28.788834,77.129728,07:27,447,49,12.994,0.2424,11,0,0.5333,404,06:44,2,14.1
U02449,28.680892,77.089466,28.615774,77.017804,09:28,568,81,10.047,0.0553,6,1,0.4143,502,08:22,1,14.3
U02450,28.71552,76.962363,28.533751,77.007328,08:46,526,84,20.646,0.2769,8,0,0.5325,425,07:05,1,1.0
U02451,28.745704,77.000225,28.80147,76.848614,07:26,446,16,16.001,0.589,10,1,0.5418,360,06:00,5,11.1
U02452,28.707943,77.053379,28.731679,77.323641,08:40,520,62,26.443,0.1411,6,0,0.3726,403,06:43,5,5.5
U02453,28.779317,77.147621,28.73922,76.870903,08:04,484,83,27.287,0.3157,15,1,0.4519,420,07:00,1,10.0
U02454,28.699885,77.327468,28.653481,76.978144,07:04,424,72,34.399,0.2241,26,1,0.2923,360,06:00,1,1.2
U02455,28.658004,77.114627,28.82047,77.309924,07:32,452,19,26.212,0.0951,3,0,0.4738,411,06:51,6,5.8
U02456,28.690974,77.212894,28.509336,77.215028,09:25,565,44,20.163,0.6761,5,1,0.7134,477,07:57,3,1.0
U02457,28.448573,77.251571,28.592812,77.134851,07:13,433,71,19.649,0.893,6,1,0.8263,360,06:00,0,5.8
U02458,28.531115,76.897889,28.782192,77.177015,09:32,572,88,38.957,0.716,7,1,0.6729,546,09:06,3,11.0
U02459,28.653152,77.173094,28.463821,76.889501,07:34,454,37,34.709,0.6842,15,1,0.6052,394,06:34,0,10.2
U02460,28.819034,77.085876,28.787893,77.25241,08:15,495,36,16.561,0.983,22,1,0.8934,382,06:22,0,18.7
U02461,28.725945,77.13194,28.569246,76.967554,07:19,439,33,23.634,0.7313,12,1,0.7339,368,06:08,5,5.4
U02462,28.443396,76.859593,28.460242,77.327669,09:34,574,82,45.723,0.0471,16,0,0.3306,511,08:31,0,3.6
U02463,28.684292,77.30217,28.437992,76.958001,07:09,429,28,43.251,0.2182,0,1,0.5148,397,06:37,6,14.9
U02464,28.506434,77.32592,28.804654,77.158936,09:17,557,42,36.893,0.6375,11,0,0.6503,458,07:38,4,1.0
U02465,28.752328,76.841776,28.773735,77.118115,07:40,460,25,26.997,0.639,15,0,0.5399,360,06:00,6,9.0
U02466,28.797172,76.948524,28.53826,76.912983,07:29,449,85,28.946,0.8326,3,0,0.6684,360,06:00,1,10.5
U02467,28.684859,76.931899,28.455854,77.025093,08:20,500,19,26.991,0.1588,17,0,0.2564,388,06:28,5,1.0
U02468,28.683854,77.238465,28.518673,77.238459,08:11,491,53,18.335,0.9812,6,1,0.8032,377,06:17,2,2.5
U02469,28.562524,77.145021,28.502234,76.94842,08:09,489,26,20.302,0.5163,5,1,0.7034,439,07:19,3,1.2
U02470,28.6142,76.93044,28.751867,77.331057,09:27,567,45,41.922,0.9204,16,1,0.7413,472,07:52,1,12.2
U02471,28.814772,77.255125,28.50347,76.990697,09:10,550,59,43.074,0.5293,9,0,0.5825,501,08:21,3,4.8
U02472,28.747194,77.020272,28.503727,77.159628,09:41,581,67,30.237,0.1869,4,0,0.5141,525,08:45,2,6.7
U02473,28.649482,77.075037,28.415489,77.155622,08:03,483,57,27.134,0.351,7,0,0.5188,446,07:26,3,1.0
U02474,28.576752,77.037526,28.686493,77.080097,07:44,464,47,12.869,0.2212,3,1,0.5397,440,07:20,0,4.0
U02475,28.424182,77.105904,28.73071,77.174234,08:14,494,36,34.672,0.2642,10,1,0.4317,416,06:56,2,4.0
U02476,28.468644,77.084873,28.713675,77.219224,08:29,509,75,30.193,0.8904,23,1,0.644,482,08:02,1,6.9
U02477,28.492652,76.980038,28.672928,77.155692,08:18,498,65,26.345,0.3774,0,0,0.7026,459,07:39,5,6.5
U02478,28.579224,77.056524,28.863716,77.125597,10:10,610,65,32.288,0.1827,10,1,0.4298,571,09:31,4,15.4
U02479,28.853189,77.303252,28.626914,77.14938,09:07,547,72,29.234,0.3645,0,1,0.6291,466,07:46,1,11.5
U02480,28.642474,77.096476,28.812866,77.044998,07:36,456,31,19.567,0.6173,6,0,0.6353,387,06:27,5,1.0
U02481,28.512723,77.307357,28.710085,76.876145,07:16,436,88,47.422,0.2009,10,0,0.5458,360,06:00,3,13.1
U02482,28.45076,77.120565,28.440398,76.921446,07:44,464,83,19.467,0.051,4,0,0.4348,379,06:19,5,12.4
U02483,28.562387,77.232097,28.788842,77.149419,08:35,515,47,26.397,0.8721,1,1,0.7992,477,07:57,4,8.3
U02484,28.791551,76.989732,28.680507,77.312859,07:55,475,30,33.763,0.2392,10,1,0.4169,430,07:10,3,12.9
U02485,28.584005,77.243111,28.713692,76.853128,07:44,464,43,40.647,0.9364,6,1,0.8613,422,07:02,2,14.0
U02486,28.770803,76.974804,28.486509,77.117458,08:16,496,44,34.474,0.0471,31,0,0.257,431,07:11,6,5.6
U02487,28.785298,76.84997,28.609995,76.968551,09:28,568,87,22.621,0.6508,2,1,0.6116,539,08:59,4,1.9
U02488,28.453194,76.921972,28.82268,77.126487,09:41,581,36,45.612,0.6652,10,1,0.6407,519,08:39,2,10.8
U02489,28.692157,76.851043,28.503407,77.222325,08:18,498,85,41.784,0.156,2,0,0.5761,447,07:27,5,3.9
U02490,28.860366,77.323002,28.40006,77.215081,09:34,574,32,52.16,0.6652,8,1,0.6107,544,09:04,3,9.3
U02491,28.593026,77.349988,28.523604,77.209692,09:42,582,84,15.696,0.3876,15,1,0.5747,474,07:54,1,2.8
U02492,28.424453,77.228737,28.63402,77.237251,08:41,521,84,23.277,0.3818,20,0,0.4239,467,07:47,1,12.9
U02493,28.843185,76.895145,28.794213,76.877031,09:39,579,60,5.714,0.8775,15,1,0.7897,558,09:18,2,4.2
U02494,28.82416,77.298462,28.70878,77.099885,09:49,589,23,23.172,0.9524,19,1,0.6965,496,08:16,6,6.9
U02495,28.650628,77.219326,28.84115,76.973507,08:47,527,61,31.947,0.1701,0,1,0.571,444,07:24,0,6.6
U02496,28.665081,77.009445,28.618671,77.309848,09:13,553,83,29.708,0.6841,13,0,0.6184,498,08:18,3,1.0
U02497,28.501636,77.096162,28.587591,77.239268,08:12,492,84,16.909,0.1547,3,1,0.5663,434,07:14,2,13.4
U02498,28.793336,77.177497,28.511081,76.894848,08:09,489,49,41.684,0.035,18,0,0.2018,450,07:30,2,14.4
U02499,28.639328,76.852266,28.50467,76.964056,09:46,586,50,18.494,0.1495,6,0,0.5358,535,08:55,4,7.3
U02500,28.416261,77.095786,28.753333,77.072162,09:30,570,43,37.486,0.6347,18,0,0.5769,534,08:54,3,4.2
U02501,28.727847,77.213522,28.438572,77.331083,07:31,451,31,34.088,0.7264,18,1,0.5045,414,06:54,3,6.8
U02502,28.856238,76.935995,28.516503,76.895933,09:23,563,64,37.911,0.507,18,0,0.5061,505,08:25,0,5.5
U02503,28.797992,77.066333,28.82523,77.129666,08:26,506,88,6.862,0.9517,10,1,0.9347,403,06:43,0,7.9
U02504,28.533055,77.11159,28.676922,77.014057,07:46,466,35,18.587,0.7642,1,1,0.8943,429,07:09,1,6.4
U02505,28.425596,77.215138,28.422362,77.169634,10:00,600,78,4.457,0.1616,16,1,0.472,498,08:18,4,3.5
U02506,28.851369,77.331871,28.738042,77.17084,07:53,473,22,20.083,0.2079,6,0,0.5885,371,06:11,2,13.7
U02507,28.84979,77.272621,28.643208,76.962702,07:56,476,19,37.864,0.5961,21,0,0.5257,452,07:32,0,6.9
U02508,28.655559,77.156974,28.81017,77.240763,07:47,467,82,19.004,0.3333,24,1,0.3988,420,07:00,6,17.7
U02509,28.708312,77.137657,28.727568,76.886544,08:29,509,23,24.54,0.0009,23,0,0.2627,432,07:12,6,8.5
U02510,28.622048,77.147625,28.402134,77.257251,07:26,446,46,26.645,0.0243,26,0,0.2858,410,06:50,0,6.0
U02511,28.601487,77.118041,28.498755,76.948103,07:39,459,81,20.107,0.4081,25,1,0.4445,398,06:38,0,6.6
U02512,28.457335,76.870275,28.523823,77.140685,08:55,535,41,27.401,0.5236,1,1,0.6515,445,07:25,4,6.2
U02513,28.446441,77.196131,28.737071,77.017128,07:29,449,37,36.687,0.6533,1,0,0.6874,429,07:09,1,7.5
U02514,28.511711,77.205332,28.644471,77.150988,08:31,511,18,15.661,0.7631,15,1,0.6916,428,07:08,1,9.1
U02515,28.801588,77.101365,28.758775,76.976383,09:31,571,67,13.053,0.9688,10,1,0.7848,521,08:41,3,2.4
U02516,28.47,77.283898,28.646176,77.130171,09:02,542,39,24.646,0.8389,28,1,0.7239,444,07:24,1,2.9
U02517,28.508815,77.182943,28.557145,76.844181,07:38,458,23,33.476,0.3559,9,0,0.3624,420,07:00,5,11.9
U02518,28.663335,77.024959,28.449757,77.030972,09:51,591,50,23.714,0.5347,5,1,0.6511,501,08:21,2,10.6
U02519,28.503263,76.850044,28.497259,77.261459,08:38,518,27,40.137,0.2159,19,1,0.2939,422,07:02,4,1.0
U02520,28.478339,76.870172,28.592374,77.076133,07:25,445,78,23.75,0.9688,14,1,0.7703,382,06:22,5,10.6
U02521,28.670392,77.019417,28.664698,77.094623,09:23,563,71,7.352,0.5354,21,0,0.5297,499,08:19,5,12.2
U02522,28.576685,77.075674,28.850546,77.157004,08:11,491,88,31.415,0.2497,0,1,0.4616,431,07:11,1,9.3
U02523,28.700556,76.925104,28.515066,77.061447,08:45,525,88,24.498,0.724,4,1,0.7099,426,07:06,5,1.0
U02524,28.837859,76.936557,28.719721,77.282209,08:34,514,77,36.077,0.4879,0,1,0.6029,454,07:34,4,1.3
U02525,28.472477,76.957408,28.473222,77.045696,08:10,490,52,8.615,0.9967,1,1,0.9692,374,06:14,6,7.8
U02526,28.838448,77.238062,28.742601,77.320702,07:37,457,27,13.333,0.0747,16,0,0.3024,422,07:02,2,17.4
U02527,28.833195,77.233357,28.405444,77.287238,07:42,462,18,47.769,0.3355,26,1,0.4441,402,06:42,4,5.3
U02528,28.797962,77.035299,28.714842,77.054755,09:40,580,21,9.418,0.9419,7,1,0.9143,506,08:26,0,11.0
U02529,28.703017,76.927906,28.478344,77.026558,08:08,488,32,26.724,0.4612,0,0,0.449,413,06:53,4,4.8
U02530,28.69767,76.896563,28.486556,77.18508,08:12,492,81,36.582,0.3118,10,1,0.4584,427,07:07,0,16.5
U02531,28.706822,76.884436,28.668276,77.225206,08:24,504,30,33.451,0.6049,7,1,0.6003,387,06:27,1,8.2
U02532,28.731438,77.039552,28.580198,76.934789,09:49,589,21,19.642,0.6645,27,1,0.5388,521,08:41,1,1.9
U02533,28.407911,76.863227,28.626226,76.962933,09:34,574,85,26.115,0.0928,19,0,0.3667,538,08:58,5,3.9
U02534,28.859884,77.010154,28.548267,76.914589,09:25,565,47,35.815,0.2594,2,1,0.5468,507,08:27,3,3.5
U02535,28.68109,77.330382,28.857664,77.227953,07:57,477,46,21.992,0.309,24,1,0.4626,452,07:32,6,8.6
U02536,28.775104,77.098827,28.539515,77.204345,07:00,420,37,28.093,0.2458,19,0,0.3975,371,06:11,4,4.5
U02537,28.581095,77.259549,28.660183,76.936417,09:04,544,86,32.697,0.3829,6,1,0.598,478,07:58,3,5.5
U02538,28.405951,76.905926,28.810091,77.113806,08:40,520,41,49.237,0.3347,0,0,0.4217,493,08:13,5,17.7
U02539,28.644673,76.97672,28.718807,77.229762,07:54,474,79,25.987,0.7314,6,1,0.6897,406,06:46,2,5.1
U02540,28.643451,77.322739,28.554933,77.322985,08:28,508,89,9.826,0.5989,1,1,0.8366,466,07:46,2,8.9
U02541,28.609755,77.035611,28.66517,76.931047,07:49,469,48,11.902,0.4292,13,0,0.5868,360,06:00,2,6.6
U02542,28.563064,77.170687,28.439836,76.995208,09:27,567,67,21.904,0.2,6,0,0.4298,534,08:54,2,7.8
U02543,28.519917,77.337825,28.661929,77.017653,09:50,590,16,34.98,0.4206,1,1,0.551,525,08:45,5,11.3
U02544,28.653222,77.120902,28.607067,77.158738,09:27,567,73,6.311,0.1805,9,1,0.481,529,08:49,2,1.0
U02545,28.580134,76.995726,28.763808,76.909574,09:38,578,87,22.05,0.9521,13,1,0.8109,514,08:34,0,8.8
U02546,28.865567,77.111294,28.806993,76.938649,08:35,515,29,17.998,0.1738,22,0,0.3889,447,07:27,4,6.1
U02547,28.483005,76.867865,28.495816,77.238023,07:36,456,15,36.142,0.8587,15,1,0.6024,387,06:27,3,8.9
U02548,28.553439,76.897309,28.439137,77.116447,10:03,603,18,24.849,0.6156,3,1,0.648,536,08:56,2,7.0
U02549,28.541101,76.843657,28.587467,76.921797,07:57,477,79,9.195,0.8108,12,1,0.7768,413,06:53,1,7.0
U02550,28.660788,77.290947,28.656392,77.038101,07:28,448,33,24.632,0.8886,7,1,0.7352,400,06:40,1,9.5
U02551,28.639655,77.182353,28.580865,76.908592,09:33,573,45,27.456,0.804,27,1,0.622,464,07:44,3,5.2
U02552,28.708995,76.992148,28.701709,77.024972,08:30,510,40,3.296,0.5893,0,1,0.7871,426,07:06,2,17.8
U02553,28.856001,76.952792,28.642713,77.044102,07:22,442,37,25.284,0.267,6,0,0.4745,361,06:01,6,3.2
U02554,28.536906,77.188369,28.84958,76.897176,09:19,559,27,44.843,0.66,7,1,0.5413,499,08:19,4,15.2
U02555,28.73253,77.308961,28.596508,76.870515,08:00,480,45,45.267,0.0048,15,1,0.2495,381,06:21,0,1.8
U02556,28.412019,76.992561,28.439597,77.289617,07:28,448,84,29.163,0.3775,12,0,0.5486,360,06:00,2,6.7
U02557,28.525946,77.003995,28.544929,77.292701,09:18,558,41,28.235,0.858,16,1,0.6813,523,08:43,1,9.6
U02558,28.622585,77.275663,28.690829,76.841315,07:40,460,75,42.993,0.5805,11,0,0.5704,397,06:37,1,3.3
U02559,28.414877,77.295622,28.522892,77.167014,09:24,564,66,17.361,0.2606,3,0,0.5887,457,07:37,0,3.0
U02560,28.696481,77.306159,28.529114,76.887776,09:41,581,74,44.773,0.8922,26,0,0.73,474,07:54,4,6.6
U02561,28.725589,76.989509,28.562995,77.253172,08:32,512,57,31.375,0.0153,22,0,0.2584,395,06:35,4,12.5
U02562,28.758431,76.901359,28.758148,77.288577,07:56,476,42,37.68,0.8829,50,1,0.6346,381,06:21,0,8.4
U02563,28.647956,77.064399,28.851264,77.154474,08:06,486,34,24.213,0.7595,1,0,0.7211,371,06:11,1,17.5
U02564,28.689893,76.99084,28.568181,77.152709,07:00,420,36,20.759,0.1464,3,1,0.467,375,06:15,0,10.8
U02565,28.590111,77.290772,28.493834,77.029456,09:37,577,54,27.62,0.0629,34,1,0.2675,459,07:39,1,5.7
U02566,28.419801,76.858684,28.601906,76.967229,09:46,586,45,22.823,0.9512,6,1,0.8723,472,07:52,0,1.0
U02567,28.447977,77.163279,28.568883,77.094628,07:35,455,45,15.0,0.067,10,0,0.5003,366,06:06,1,1.0
U02568,28.714398,77.302152,28.875212,76.908196,08:43,523,42,42.302,0.9738,3,1,0.7573,436,07:16,4,6.7
U02569,28.877867,77.338102,28.622657,77.182835,09:40,580,84,32.097,0.4206,20,1,0.4587,493,08:13,2,1.0
U02570,28.407586,77.171567,28.726056,77.079744,08:00,480,63,36.469,0.3535,2,0,0.534,449,07:29,3,7.0
U02571,28.66764,77.324461,28.838618,76.930577,07:35,455,81,42.8,0.65,5,0,0.6369,429,07:09,6,9.1
U02572,28.760484,76.878586,28.70195,77.14004,07:56,476,84,26.258,0.496,2,1,0.5987,433,07:13,0,6.5
U02573,28.796852,77.023232,28.519702,77.245617,09:33,573,61,37.608,0.39,26,0,0.3675,525,08:45,3,6.6
U02574,28.661698,76.844444,28.691557,77.140288,08:03,483,21,29.005,0.6402,6,1,0.633,458,07:38,5,17.8
U02575,28.69756,77.340404,28.592901,77.110127,08:23,503,87,25.252,0.3501,13,1,0.5115,405,06:45,2,8.3
U02576,28.734428,77.300391,28.602728,77.272336,07:41,461,50,14.872,0.0344,7,1,0.468,438,07:18,2,7.3
U02577,28.812304,76.854307,28.870076,76.845485,08:05,485,43,6.47,0.8246,17,1,0.7584,429,07:09,6,3.0
U02578,28.458699,76.849248,28.533724,77.154541,07:50,470,46,30.935,0.5146,6,1,0.5371,440,07:20,2,8.0
U02579,28.844567,77.027154,28.625089,77.048943,08:37,517,21,24.454,0.6867,24,1,0.5245,435,07:15,4,5.6
U02580,28.412488,76.971854,28.476736,76.938719,08:11,491,64,7.831,0.5752,2,1,0.8079,376,06:16,3,17.0
U02581,28.801376,77.271935,28.485701,77.339585,09:40,580,18,35.652,0.6142,20,1,0.4957,502,08:22,3,10.8
U02582,28.436835,76.921847,28.689673,77.045945,07:41,461,69,30.567,0.2189,6,1,0.4673,386,06:26,3,15.1
U02583,28.493422,77.243231,28.760488,77.010984,08:25,505,77,37.311,0.9347,5,0,0.9061,427,07:07,0,9.0
U02584,28.401869,77.122774,28.705501,76.926194,07:42,462,46,38.785,0.4477,8,0,0.5701,415,06:55,2,14.2
U02585,28.613723,77.03247,28.558056,77.348861,07:52,472,43,31.443,0.9201,3,1,0.7311,415,06:55,1,3.0
U02586,28.560492,76.914317,28.428617,77.276586,08:26,506,65,38.232,0.8069,21,1,0.555,455,07:35,3,9.2
U02587,28.479677,77.348823,28.625727,76.875686,07:03,423,79,48.927,0.7201,13,1,0.6349,360,06:00,4,3.7
U02588,28.616523,77.155173,28.642049,77.128534,08:58,538,22,3.843,0.4601,17,1,0.6538,482,08:02,4,5.8
U02589,28.593138,77.064085,28.769913,76.915175,08:46,526,49,24.406,0.0226,14,0,0.3408,482,08:02,2,8.2
U02590,28.768477,77.029275,28.707339,77.205049,08:41,521,39,18.4,0.3152,30,0,0.4164,451,07:31,0,3.2
U02591,28.828703,77.301921,28.818204,77.086883,09:16,556,15,20.944,0.6649,2,1,0.7704,459,07:39,1,1.0
U02592,28.713232,77.258808,28.775832,76.896298,07:49,469,15,35.968,0.3307,12,0,0.4452,412,06:52,3,12.9
